name,ratings,date,helpful,comment,developer_comment
Google 사용자,3,2019-01-29,0,어플이 안들어가져요 어플 지웠다가 깔아도 안되는데 어떡하죠,
Google 사용자,1,2019-01-29,1,아니 왜 갑자기 음성녹음이 안들리죠?,
김다희,1,2019-01-29,0,업데이트 후 그룹도 안만들어지고 사진올려도 상대방이 안보인다고하고ᆢ이게 뭡니까ᆢ빨리 해결해주세요,
선재,3,2019-01-29,0,타임라인 댓글 제안 없애주세요 있어도 텀이 너무 길고요 5분이 적당한데 그냥 댓글 제안 없애주세요 짜증나요,
Hyun Hee Kim,1,2019-01-29,0,라인 대화창에서 저는 대화를 걸었는데 상대방쪽에선 아무것도 안왔다고 합니다 이것도 오류인가요?,
숨숨,2,2019-01-28,1,전화 하면서 유튜브 재생하면 유튜브 소리 끊김현생이 생기는데 왜그러죠? 카톡은 전화하면서 유튜브 재생해도 괜찮던데...왜이럴까요??,
최현월,1,2019-01-28,2,"배경화면 변경이 안 돼요. 별점 주기도 아깝고, 렉 너무 심합니다. 언제 이렇게 된 건지... 참. ㅠㅠ",
이유나,1,2019-01-28,0,아니 업데이트를 대체 왜 이렇게 한거에여 타임라인 맨 밑으로 내려가면 영원히 못 올라감 타임라인 껐다 키기 전까지,
Duck bae,1,2019-01-27,0,앱이 들어가지질 않고 데이터 연동을 하면서 튕기네염,
Google 사용자,1,2019-01-26,27,어째서 이메일이나 페이스북이 연동되지 않은 계정은 이전할 수 없는거죠? 어쩔 수 없이 이메일로 로그인을 해버렸는데 아무런 정보가 남아있지 않아요. 적어도 친구는 그대로 내버려 두셨어야죠. 제발 이전 계정 찾을 수 있게 도와주세요 빠른 수정 부탁드려요,
토깽이,4,2019-01-26,3,아주좋아요~!다들 까세여 근데...깔았다지우고까는데..안깔려요..ㅜ문제코크나..안깔린다뭐라나..근데...저번은 최고였삽니다,
Google 사용자,5,2019-01-26,2,좋음 강추!,
HaeSeong Choi,1,2019-01-26,1,아니 이메일등록하지않았을때 전화번호말고 네이버아디는 안됨?;; 몇년전에 네이버아디로 가입했는데 지금와보니 아이디로 로그인이안됨; 예전꺼 어디감? 내계정 돌려주세요;;; 거기에 연결된 게임들한테 몇십만원이걸린건데 몇십만원 주실거에요? 시스템을고치거나 ㅈㅂ답변부탁,
사르르,5,2019-01-26,0,굿,
Google 사용자,3,2019-01-25,0,제가 앱을 지웠다 깔았는데 백업을 안했거든요ㅜㅜㅜㅜ백업 되나요 되면 수정할게요,
최지영,1,2019-01-24,0,타임라인 인기글 먼저보기 껐는데도 계속 뜨는 거 넘 불편해요 진짜,
미케,1,2019-01-23,1,저왜 전화번호를 맞게 입력하면 전화번호가 잘못되었다고 뜨죠? 나 이거땜에 게임 같은거 현질한거 까지 다날라감 이거 전화번호 왜 안되는 거임? 이것좀 빨리 고텨주셈,
유니,5,2019-01-23,2,와너무굿잡 영상 통화화면굿잡,
민병국,5,2019-01-23,2,행복하시고 가족모두 건강하세요 민병국 올림니다,
현실과제하리,1,2019-01-23,1,왜 답이 안보내지죠? 저번에도 몇번 이래서 계탈하고 다시 만들었는데 중요한 대화 다 날아가고. 이부분 수정 부탁드립니다. 애초 목적이 대화인데 대화조차 못하면 무슨 의미죠?,
Demi Oh,3,2019-01-23,4,전화번호 등록한거 삭제할수 있게 해주세요. 그리고 친구삭제는 한번더 확인하고 처리되게 해야겠어요. 몇번씩이나 실수로 삭제했네요. 근데 내가 삭제했어도 상대가 친구등록했으면 친구추천 떠야되는거 아닌가요? 안뜨는데...,
신성호,1,2019-01-23,0,라인 일 안하나; 로그인 안되네 휴대폰 바꾼게 죄네;; 별 하나도 아깝다,
II감정II EMOTION,4,2019-01-22,0,용량이 너무 큼,
키키,4,2019-01-22,1,이거 라인 포인트 쉽게 얻고 싶네요 이벤트 같은거 여러번 올려주시면 안될까요?,
Google 사용자,5,2019-01-22,1,너무 재밌어용❤,
이다빈,5,2019-01-22,4,타임라인 댓글이 실시간으로 갱신되면 더 편할 것 같아요 댓글에서 나가서 새로고침 너무 귀찮아용...,
Google 사용자,5,2019-01-21,2,매우 좋아요!,
JE K,1,2019-01-21,12,사진 첨부할 때 앨범명은 다 뜨는데 거기 들어있는 사진이 제대로 안 뜹니다ㅡㅡ A앨범이든 B앨범이든 내용물이 똑같게 보여요. 갤러리 정리한 지 한참 됐는데 라인에서 사진 첨부하려 하면 앨범하고 그 안 사진이 실제 갤러리와 차이가 생겨서 매치가 안 됩니다,
이채원,2,2019-01-21,0,영통할때 4명 밖에 안되서 아쉬워요 ..,
Agripa KA,1,2019-01-20,0,야 이새키 유출되서 변태놈들이 내 사진가져간다고,
정지윤,1,2019-01-20,2,아니;;;로그인이 안되는데요?? 업뎃 때문에 그런가...싶어서 업뎃했는데 자꾸 와이파이가 안된데요;; 무슨 와이파이 빵빵 터지는구만... 그리고 제가 로그인이 원래 됬었는데 로그아웃 되고... 암튼 이 네트워크 연결 자꾸 안된다고 하는데 전 아주 빵빵 터지거든요? 좀 고쳐주세요,
예원,1,2019-01-20,2,용량이 너무 많이 차지해서 다운이 안됄때도 있어서,
안태영,1,2019-01-20,2,지웠다 다시까려니까 다 날라가네요? 똑같은 폰에 다시깔았을 뿐인데 왜 다 초기화되야 되는거죠? 이게 말이 되는건가요? 알림 늦게뜨는것도 참고 그냥 썼었는데 도저히 참을수가 없네요. 최적화 얘기는 시작도 안하겠습니다. 정말 쓰기 싫어집니다.,
카푸치노,1,2019-01-20,2,계정을 잃어버려서 전에 쓰던 이메일로 비번 찾으려고 했는데 이메일로 메일이 안 날라오네요 ..,
여러분 한국이 저런 나라입니다,1,2019-01-19,0,쓰레기중의 쓰레기 다른핸드폰에 연결됐다면서 무한인증만하다 지운다 멀쩡한 카톡 놔두고 왜 이런 똥을 하는건지 이해가 안됨,
Google 사용자,2,2019-01-19,8,저..톡내용에 다 날라갔는데요 이거 다시 복구안되나요? 제가 톡방에서 나간것도아닌데... 진짜..저..중요한거라 복구안될까여? 제발 수정부탁립니다..중요한거입니다... 법 싸움이 일어날수있는 일이생겨서그래요,
Cheulhoon Choi,1,2019-01-19,0,来たり来なかったりが頻繁で使えないな‼️,
김지연,2,2019-01-19,0,알림 라인과 핸폰 설정에 다 켜놔도 알림이 안되네요..ㅡㅜ 메세지와도 왔는지 다시 들어가봐야 알수있음,
김김,1,2019-01-19,3,해외 공식 계정 추가 버튼이 없어졌네요??이거 땜에 다시 깐건데...ㅠㅠ다시 만들어주세요,
Jaeyoon Kim,1,2019-01-19,1,뭔놈에 메신저어플이 진동패턴 설정도 없나요 갖가지 오류는 그렇다치고 진동패턴은 각자 선택할 수 있게 해줘야지 3번을 연달아 울어대니 짜증나 죽겠네요^^,
Google 사용자,5,2019-01-18,1,대만족입니다,
Google 사용자,5,2019-01-17,0,어ㅡㅡ라인은 쓰기는 편한데 무료테마가 많이 없는데요,
Google 사용자,3,2019-01-17,0,전 지금 이 앱 깔고 있는데 설치 중이 계속 뜨네요. 와이파이도 굉장히 잘 터지고 용량도 굉장히 많습니다.제 폰이 이상한 건 가요. 근데 예전에 써봐서 좋은 건 압니다.,
Y.B Yong,1,2019-01-17,1,앱이 오늘 아침부터 갑자기 중단됨만 뜨고 안열림. 뭔일인지 공지를 띄우던지 빨리 오류수정을 하던지... ㅡㅡ 라인 안에 저장된 메모 내용이 필요한대.. 어쩌자는건지..,
Google 사용자,1,2019-01-17,0,설치가안되요,
게똥삑뜌,5,2019-01-17,1,"하,,장난하세요? 너무 좋잖아요,,",
빙봉,4,2019-01-17,1,테마 낄수 있게해주세요 카톡처럼 무료로,
권용원,1,2019-01-17,0,유료 스티커도 많이 구매하고 2013년부터 잘 써왔는데 한달 전부터 앱이 열리질 않네요 ㅜㅜ 문의 메일은 보냈는데 답변은 없고 ^^; 사진&대화를 백업도 못 받았는데 재설치 외엔 방법이 없을까요?,
허진산,3,2019-01-16,0,"카카오톡이 안될때 잘 쓰고 있습니다 제가 사용하고 있는 기종은 SONY XPERIA XZ1 인데요 음성통화시 볼륨이 너무 큽니다 특히나 이어폰 쓸 경우는 최소 음량이 너무 커서 도저히 사용을 못 하겠습니다 최소 음량의 크기를 더 낮춰주시고, 각 단계마다 볼륨크기 설정을 해주셨으면 합니다",
Febriana,1,2019-01-16,0,라인 저장소는 커요,
Google 사용자,1,2019-01-16,0,이래서 사람들이카톡을 쓰는구나,
Google 사용자,1,2019-01-15,0,알림 제때 제때 안 울리는 것 좀 빨리 고쳐주세요 라인 앱에 들어가야만 그때서야 알림이 뜨는데 너무 불편해 죽겠어요 ㅋㅋ 요즘 라인 이상하네요,
Google 사용자,2,2019-01-15,1,라인이 보내지는 건 뜨는데 상대방 폰엔 안 보인대요. 읽음도 뜨지 않고 상대가 자꾸 읽씹하지 말라고 하는데 이거 빨리 고쳐주셨음 합니다.,
Google 사용자,1,2019-01-15,0,연속 로그인 오류로 일시적으로 사용 제한 그 이후로 접속 안됨,
정인혁,1,2019-01-15,0,아니 앱 들어갈 때마다 페북 연동 누르면 앱 중지됨 만 뜸,
Junu Hong,5,2019-01-15,0,짱😮,
]#초향공듀마마[세븐틴,1,2019-01-15,1,저기 제가 신고한사람좀 제발 빨리 신고해주세요 너무 힘드네요 강제로 협박하고 ...빨리 신고조취좀 해주세요 급해요......,
Star egg,3,2019-01-15,1,다좋은데 프로필 기본이미지로도바꿀수있음좋겠어요 카톡은 할수있는데이거만안되네요,
EUNJUNG KIM,5,2019-01-14,2,굿!,
【 SULNAM 】설남,1,2019-01-14,0,설치가 안됩니다,
연화,4,2019-01-14,0,라이트도 있다는데.써볼까..,
요미,1,2019-01-14,0,오류 코드 910 뜨는데 어떡하죠 해결 좀!!!!,
박두환,5,2019-01-14,0,최고다,
Google 사용자,3,2019-01-13,1,"라인은 네이버의 자회사로 알고 있습니다.그럼 라인도 ""화웨이"" 네트워크 장비를 사용 하나요?!",
이쁘니,1,2019-01-13,0,다운로드가 느려요,
Google 사용자,1,2019-01-13,2,라인잘사용하다가 갑자기 안되더니 삭제후 재설치한뒤로 전화번호가 잘못됐다고만 4일째 뜨는데 이거 어찌해야하나요?,
Google 사용자,1,2019-01-13,2,알람을 다 꺼놔도 지 혼자 강제로 울리게 하는 똥배짱은 뭐임? 특히 진동 울리는게 짜증나서 꺼놨는데도 진동이 울림. 프로그램이 폰 해킹을 해서 강제로 진동이 오게 하나? 라는 의문이 생김.,
Google 사용자,3,2019-01-13,0,근데여.. 이거는 라인을 깐사람이랑만 할수있는건가여???,
Google 사용자,1,2019-01-12,0,다운이 안되요,
귤까먹는계절,3,2019-01-12,1,"왜 갑자기 번역이 안되나요,,",
crowse,5,2019-01-12,2,이거 언어 통역 지금 안되는것같은데 빨리해결좀요,
이상혁,4,2019-01-12,2,정말 잘쓰고 있고 고생이많습니다. 그런데 갑자기 일본어 번역기능이 고장났습니다. 빠른 개선 부탁드립니다.,
Google 사용자,3,2019-01-12,0,번역이 안돼요,
꿍엥,1,2019-01-12,100,로그인이 안됩니다! 다시 깔았더니 전화번호로그인이 안되요ㅠㅠ 전화번호로 초기화하고 가입하는 방법밖에 안뜨는데 어떻게 하면 좋죠? 인증해도 이메일로 로그인하라고하고 이메일인증안해서 전화번호로 로그인하면 또 다시 이메일쓰라고하고 그래서 다시해서 전화번호해서 로그인하고를 반복중이에요ㅠㅠ 어떻게 해야될지 알려주시면 좋겠어요>>>>>> 위처럼그러다가 지금은 전화번호를 맞게 썼는데 계속 잘못된 번호래요 ;;;; 원래 안이랬는데 뭔가요?ㅠㅠ,
김지수,1,2019-01-12,46,제발!!!!!!!!!!!!!댓글제한 좀 없애주라고요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 하다못해 100개로 늘리던가...제발 제발 부탁이예요 본가까지 가고싶으니까 제발 진짜 좀 제발 제발요 제발 원한다면 코묻은 제 도니라도 가져가도 좋으니 제발요 제발 진짜 제발 너무 제발 너무요 제발 진짜 좀,
Google 사용자,5,2019-01-11,0,접근 권한이 제한되었다는 건 뭔가요...???,
머슬김,1,2019-01-10,1,왜 전번 있는 친구들 목록 안보이나 몇번을 지웠다 설치했다 해도 그대로네,
장정보,5,2019-01-10,0,예전 아이디 찾고 싶은데 찾을 길이 없네요. 어떴해야 될지 ㅠ,
ᅳ,4,2019-01-10,0,긴말 안하겠습니다. 공식계정 '다른국가 선택' 다시 데려오세요.,
나랑사귈래오빠?,1,2019-01-10,3,아니 대체 pc 하고 모바일하고 같은 계정 쓰면 정보 사라진다고 못쓰는거임?ㅋㅋㅋㅋㅋ 이해가 안가네 카톡마냥 걍 pc 모바일 같은 계정 쓸수있게좀 만들지,
빡쭈니,1,2019-01-09,1,정말 최악입니다. 메세지가 수신만 되고 발신은 안되구....친구추가도 안되고 고객센터에 연락해도 깜깜 무소식이구 환장하겠네요ㅋㅋ 돌아버리겠습니다.,
급빵긋,1,2019-01-09,0,왜 라인 설치가 안되나요?,
*민,1,2019-01-09,0,사기꾼들이 너무 많아요,
Geo Park,4,2019-01-09,3,전체 멘션하기 기능이 있었으면 좋겠어요,
rosy,1,2019-01-09,0,아니 도대체.......... 사진왜길게바꾸셨나요.............. 너무불편해요.........,
장윤이,5,2019-01-09,3,다 좋은데요 라인 포인트 받을 수 있는 수단으로 올려놓으신 기타미션이요 제대로 포인트를 못 받아봤어요 방금도 설문조사하면 125포인트를 준다고 써있었는데 못 받았고요 관리가 안되는거면 그냥 다른 방법으로 포인트를 받을 수 있게 해주셨음 좋겠어요.,
김준규,3,2019-01-08,2,대화 백업 및 복원이 엉망이네여 라인 깔고 구글 계정 연결하면 백업하면서 기존 백업해놨던걸로 복원을 할 수도 없네요... 그럼 백업기능이 왜 있는거죠? 황당한 백업이네여,
이소다,1,2019-01-08,0,며칠동안 라인 어플을 켠 적도 없는데 아이디 검색 횟수 초과라면서 친추를 못하게 막아두는 시스템은 대체 무엇이죠?,
설하,5,2019-01-08,1,완벽-,
Google 사용자,5,2019-01-07,1,짱,
겨므,1,2019-01-07,0,기능도 모르겠고요.. 인증번호가안와요..,
Google 사용자,1,2019-01-07,0,라인삭제하고 다시깔았는데 오류 뭐라고 뜨던데 오류 좀 고쳐줬으면 하네요 너무 짜증나요..ㅜㅜ,
ᄀᄋᄅ,4,2019-01-07,1,원래 게임 (마카롱 먹기 등) 있었는데 어디있나요?,
남생이,1,2019-01-07,0,느리고 답답하고 짜증납니다. 다른거 쓰세요,
Google 사용자,5,2019-01-06,1,로그아웃 기능 좀 만들어 주세요 ㅋㅋㅋ 자꾸 여러번 삭제해야해서 번거롭습니다 이메일로 가입할 수 있도록도 부탁 드려요,
XEN DON,5,2019-01-05,1,도희야 그건 니폰 문제 맞다,
아무르 티그로,1,2019-01-05,17,왜 메세지가 도착하고 2시간이나 지나서 알람이 울리는거죠? 장난하는것도아니고... 빠른 조치 부탁드립니다!,
하핫,5,2019-01-05,1,좋아요!!!,
비스뀌,1,2019-01-05,2,친구추가 오류 뜨고 다시까니 없는 전화번호라고 떠요,
Kim Dain,5,2019-01-04,2,친구들과 함께 대화할 수 있어서 좋아요 감사합니다♥,
이름없음,1,2019-01-03,1,좋아요♥♥♥♥,
Google 사용자,1,2019-01-03,8,알림이 왜 앱을 열어야 그제서야 올까요? 몇년째 라인을 쓰고있는데.. 요 몇달 계속 이러네요.. 불편해 미치겠네요! 빨리좀 고쳐주세요!!!,
Google 사용자,3,2019-01-03,0,개똥깥은 앱,
김민주,5,2019-01-03,0,잘사용할게요.감사합니다.,
인간,1,2019-01-02,4,오류 수정 좀 빨리 해주세요,
하지수,1,2019-01-02,0,친구추천 어떻게 없애나요? 돌겠네여,
ღ큐티.,2,2019-01-02,0,별로,
최휘련,3,2019-01-01,0,홈 사진 적용했을 때 화질 좀 개선해주세요. 그리고 피씨 라인 홈 사진 모바일이랑 크기 좀 똑같았으면 좋겠습니다 보기 너무 불편해요!,
나의여름,3,2019-01-01,1,프로필 사진 바꿀 때 갤러리에 있는대로 사진이 뜨지 않네요 고쳐주실 수 없을까요,
Sinae Choi,1,2019-01-01,0,다른 국가 선택이 사라졌네요 많이 불편해요,
해적왕다혜팬,5,2019-01-01,4,다 좋운데 라인 통화에 음성변조 기능 넣어주시면 안 될까요?,
박혜림,2,2019-01-01,0,오류가 너무 많이 떠요,
다니,1,2019-01-01,0,서버터짐,
Google 사용자,1,2018-12-31,2,운영자님 타임라인 댓글이 다 사라져서 안 보이던데 이게 어떻게 된 일입니까? 저만 그런 게 아니던데요 얼렁 고쳐주세요,
이초희,1,2018-12-31,139,타임라인 댓글 바로바로 삭제되고 다른 사람 댓글도 안 보이네요. 장난하세요? 내 폰 문제인가 싶어서 전원 껐다 켜니까 앱이 통째로 날아가서 스티커며 뭐며 계정이 아예 날라갔더만.,
K,1,2018-12-31,8,라인... 요즘 왜그러나요. 저번엔 개인라인에서 제가 라인을 보내도 상대가 못 받아서 이번에 계탈 하고 새로 만들었는데 이젠 탐라 덧글을 삭제시키는 것도 모자라 못 올리게 하네요. 오류 좀 빨리 고쳐주세요;,
뱁새새끼,2,2018-12-31,1,저기 지금 타임라인 댓글도 안 보이고 써지지도 않거든요. 렉인가요? 저만 이런 게 아닌데???,
David Cho,1,2018-12-30,0,메일로 비밀번호 찾기 할려는데 인증메일 안옵니다...,
Stacy P,3,2018-12-30,23,메시지가 와도 알림이 바로바로 안 뜰 때가 많아요. 저만 그런가 했더니 친구들도 그렇다네요. 메시지 보내고 한참 후에 혹시나 하고 다시 들어가보면 그제서야 알림이 뜨네요. 이 부분 개선 좀 부탁드려요..,
googy sengogy,1,2018-12-30,3,운영자가 댓글 달고싶은 글에만 다네 전화기능은 왜이렇게 무쓸모고 부재중만 뜨게 오는지 알림은 왜 안뜨는지 고칠 생각이 없냐? 업데이트는 별 쓸모도 없는 것만 쳐하고 있네 글을 쓰는 나뿐만이 아니라 공통적인 문제인거 같은데 라인쓰는 사람 배려해서 빨리 좀 쳐 고쳐라 카톡이랑 비교되게 후지네 진짜 라인ㅋㅋㅋ 답도 없는 메세지 기능 언제 고치냐?,
하먼소리야,1,2018-12-29,3,왜 오늘 낮 12시41분에 온 라인이 지금 밤11시41분에 알람이 뜨나요???? 결국 외국인친구 도움요청도 못보고 지나갔네요 예전에도 늦게떠서 짜증났는데 오늘은 더더욱짜증났습니다 그 사이에 폰을끄거나 와이파이 연결안한때는 일절없습니다 시정해주세요,
청음,1,2018-12-29,0,비밀번호를 잊어서 찾으려고 이메일 적었는데 이메일이 오질 않네요 원래 계정을 아예 찾을수가 없게 됬어요,
Google 사용자,1,2018-12-29,1,알람이안떠요ㅡㅡ,
아니아니,1,2018-12-29,1,저기 공기계로도 할 수 있게 해줘요..번호없이ㅠ,
blue Black,3,2018-12-29,2,....다른국가 선택이 사라지다니...ㅠ,
김아영,1,2018-12-29,0,저기..설치가안되여,
애플이,1,2018-12-28,0,아니 왜 전화번호가 맞다는데 아니라 떠요 ㅡㅡ 저번부터 이렇게 되서 빡치는데,
김하은,1,2018-12-27,8,대체 왜 앨범을 구분 못하고 자기 맘대로 띄우나요? 찾기 편하게 앨범 다 분리해 놨는데 라인 들어와서 사진 좀 업로드하려고 하면 쓸모가 없어지네요. 카메라 앨범에 저장해둔게 카메라 앨범엔 없고 그냥 기준없이 로딩이 되네요. 제발 이것 좀 고쳐주세요. 너무 불편합니다. 저만 그런 거 아니고 제 친구도 그러더라고요.,
문종연,1,2018-12-27,0,기분좋노,
김준우,2,2018-12-26,60,스퀘어 가입이 안되는건 왜그런거에요? 갑자기 스퀘어 모든 챗방에서 메세지 전송도 안될뿐더러 가입하려하니 정상적으로 처리되지 않았다는 알림만.. 알림이 늦게 오는것도 불편해요,
짱구,3,2018-12-26,4,pc버전으로도 사용할려고 하는대 제가 모바일에는 페북아이디 연동으로 해서 pc버전에서도 연동을 할려니껀 연동을 어떻게 해야 하는지 모르겠어요,
Google 사용자,1,2018-12-26,0,30분째 설치중이네요,
김대원,5,2018-12-26,0,좋습니다!,
문영현,3,2018-12-26,3,다른 국가 소식 알수있는 유일한 방법이 사라졌어요ㅠㅠ 다시 되돌려주세요ㅠ,
김형규,1,2018-12-26,0,라인 버전 업데이트를 했더니 답도 없이 렉이 자꾸 걸리네요. 답답하고 짜증나는데 좀 고쳐 주시길 부탁 드립니다.,
Google 사용자,1,2018-12-25,0,저도 전화번호 입력이 잘못되었다고 나오네요. 해결좀 해주세요,
강원,4,2018-12-25,0,괜찮네요ㅋ,
왜그래,4,2018-12-25,0,라인 편하고 좋긴 한데 오류가 너무 많아요 저번에는 사진이 안 보내지고 답이 안 보내지더니 오늘은 막 알림만 뜨고 들어가니까 답이 안 보이더라고요 그래서 결국 껐다 키니까 그제서야 답이 보였는데 꽤나 많이 와있었어요 답장하기 전 시간 것까지 몇 개 안 보였더라고요? 이런 오류 없었음 해요,
지원,3,2018-12-25,12,태그 사용해 게시글을 모아볼 때 인기글 때문에 최신 게시글 보는 점에 있어 불편해요 인기글 자체를 없애주시면 좋겠습니다. 아니면 태그 사용해 게시글 모아보는 걸 업데이트 전으로 돌아가 주심 감사하겠습니다. 그 외에는 유용하게 사용하고 있습니다.,
매생이,1,2018-12-25,0,전번 제대로 써도 인증번호 오지도 않네 이따구로 관리 할꺼면 때려쳐라,
예사리,2,2018-12-24,123,구독용으로 쓰고 있었는데 다른 국가 선택이 왜 사라졌죠? 그걸 없앨거면 외국 공식계정도 따로 추가할 수 있는 방법을 만들어두던가.. 다른 국가 선택 버튼을 돌려주세요,
Google 사용자,5,2018-12-24,2,좋아,
Seulhee An,2,2018-12-23,4,오랜만에 라인을 로그인할려고 하는데 비밀번호를 못찾겠어요 ㅠㅠ 이메일로 비번이 오지도 않아요,
Google 사용자,4,2018-12-23,0,삭제할 때마다 대화 날라가는 것 좀 없애주세요 ㅜㅜ,
강민서,1,2018-12-23,2,"라인에서 알람이 떠서 다 보고, 앱을 나갔는데 알람 표시가 안 없어져요,; 빨리 고쳐주세요;",
김형준,1,2018-12-23,0,범죄의 무법지,
박인근,1,2018-12-23,3,전화번호가 없다고나오는데 왜그런가요? 가입을 할수가없으니 이거 어떻게 해야하나요?,
행개,3,2018-12-22,23,메시지가 와도 알림이 너무 안떠요 ㅠㅠ 이것만 고쳐지면 너무 잘 쓸거같아요.. 40분이 지나도록 어플을 켜야만 메시지 알림이 오면 무슨 소용이 있나 싶네요 이거 꼭 개선부탁드려요,
뿌뿌비리비리,2,2018-12-22,0,설치가 안되요,
배경섭,2,2018-12-22,3,자꾸 끈어져요,
김유진,4,2018-12-21,14,4년 좀 넘게 쓰면서 불편한점 없었고 또 단어쓸때 관련 이모티콘 나오는거 너무 좋음! 단점이라면 사람들이 이 앱을 많이 몰으는것 같아 아쉬운거 말고는 진짜 다 좋음!!,
불건전,5,2018-12-21,3,정말 좋아요! 지인들과 연락을 쉽게 할 수 있어 마음에 듭니다.,
hy j,5,2018-12-21,5,어제 폰 문제로 초기화 한후에 다시 설치하려고 하는데 이 기기와 버전이 호환되지 안된다면서 설치가 안돼네요 안드로이드 버전은 4.4.2 입니다,
김수진,1,2018-12-21,4,갤8플러스인데 영상통화시 스티커기능을 왜 못 쓰는거죠?,
Google 사용자,2,2018-12-21,3,업뎃했는데 사진 불러오기 오류인지 카메라 폴더 불러와도 다른 사진들이랑 섞여서 불러와집니다. 확인해주세요,
Raster_M,1,2018-12-20,0,전화번호를 바꿨는데 라인을 탈퇴 못했는데 좀 도와 주세요 저 진짜 탈퇴 못하고 전화번호 바꿔버렸어요.. 죄송하지만 진짜 탈퇴 좀 도와주세요..ㅠㅠ 이메일도 인증이 안되고 전화번호도 바꿨고..ㅠㅠ,
Google 사용자,1,2018-12-20,0,안깔림,
안세빈,3,2018-12-19,0,잘 쓰고는 있는데요 사진 올리고싶어서 갤러리 폴더를 누르면 새로 다운받은 사진들이 업데이트가 안 되어있어요. 전체갤러리에서는 괜찮은데 갤러리만 선택하면 그래요,
소빛,1,2018-12-19,1,라인이 왜이리 늦게오나요? 몇개월째 그러네요 ㅡㅡ,
JAE Young Ha,5,2018-12-19,4,와이프의 아이폰x와 영상통화 게임이 되다가 어느 순간부터 안되던데 왜그럴까요?,
장기순,1,2018-12-19,2,알림이 왜 안뜨죠?ㅡㅡ,
김창희,3,2018-12-19,1,라인이오면 알림이 상태표시줄에 뜨지도않고 제가 라인화면을 켜야 알림이 그제서야 뜨네요 답장을 바로하려해도 늦어지게되네요 기종은 갤럭시s8+입니다.,
서장원,3,2018-12-19,5,지문인식 잠금해제 좀 넣어주세요 제발..,
이강래,1,2018-12-19,0,알람이 잘 안떠요 개선 좀 해 주세요,
박시현,3,2018-12-19,7,왜 공식계정에서 다른국가선택이 사라졌나요..,
윤,1,2018-12-18,75,"왜 전화번호를 올바르게 써도 잘못 입력 되었다고 뜨는거죠?? 전화번호 인증이 안되니깐 페북으로 로그인했는대 자꾸 전화번호 입력하라고 떠서 짜증나네요, 전번 인증이 안되는데 뭐 어떻개 하라구요....",
유순옥,5,2018-12-18,8,카톡보다 이모티콘도 많고 상대방 채팅방에서도 글을 지울 수 있어서 편리해요.그리고 기본테마말고 브라운하고 코니테마가 있어서 넘 귀여워요.강추!!,
임승준,1,2018-12-18,2,알림이 잘안떠요 삭제하고 다시 깔아도 잘안돼네요 해결해주세요...,
???,1,2018-12-18,0,다운이안됨,
월수입1700만원,5,2018-12-18,108,타임라인 제발제발 날짜로 검색할수있게해주세요 날짜 검색하면 그날 쓴 탐라 나오게해주세요 제발요. 아니면 검색이라도 되게해주세요,
박정근,3,2018-12-18,2,공식계정 전체보기에서 다른국가 선택하기 가 빠져 있습니다. 다시 만들어 주세요.,
Brown Jeong,5,2018-12-18,2,"잘 쓰고 있는데, 언제부턴가 상대방 이름이 연락처에 저장된 이름이 아닌 닉네임으로 바뀌었네요. 설정을 해도 의미가 없네요. 확인 바랍니다..",
mm hh,3,2018-12-17,1,업데이트가 자꾸 안되네요.. 설치 불가 오류가 나는데 901? 910인거같아요 오류넘버가,
Jaei,4,2018-12-17,31,"LG V35 기종을 쓰고 있는데요, 영상통화를 하다보면 중간에 갑자기 멈추면서 작동이 안먹히고 어느순간에 틱하고 전원이 꺼져버려요 호환성문제인지 기기문지인지 몰라서 문의남깁니다ㅠ",
Google 사용자,1,2018-12-17,253,"밴드알림과 더불어 카톡과 구별이 안됩니다. 예전 녹색 라인전용 아이콘일때는 메세지오면 카톡인지, 마플인지, 틱톡인지, 라인인지 구별이 확가서 너무 조았는데, 왜 카톡과 비슷하게 하얀 알림아이콘으로 바꼈는지 모르겠네요. 예전처럼 안대면 녹색으로 색이라도 넣어주시던가. 헷갈려서 너무 불편합니다~","LINE Corporation2014년 2월 17일안녕하세요 LINE 운영자입니다. 메시지 확인 후에도 LINE 아이콘에 숫자표시가 남아있는 현상 말씀이시죠? 이 알림은 사용하시는 휴대폰의 제조사에서 제공하는 기능으로, 제조사별로 차이가 있을 수 있습니다. 더욱더 최적화할 수 있도록 노력하겠습니다. 감사합니다."
최다인,2,2018-12-17,1,프로필 사진을 바꾸려고 할 때마다 해당 란으로 가보면 다른 사진이 있습니다 언제까지 이러실 건가요? 앨범을 나눈 이유가 없어졌어요,
꿀벌,1,2018-12-17,1,업데이트 이후에 자꾸 오류 나요 안드로이드인데,
hi yo,4,2018-12-17,26,영상통화할때 저장이 있음 참 좋을텐데요~ 글고 사진찍어두는게 있담 참 좋을듯 영상통화할때 한사람만 이모티가적용되고 두사람은 안되더라고여~ 그것도 개선되면 좋을템뎅 ㅎㅎ 카토오ㄱ보다 화질 너무 좋고 영상통화는 못따라어ㅏ여~ 너무너무 젛아여! ㅎㅎ,
